Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
RightDG0811,244.5588,76.8424,1.45e-17,1.279e-17,4.771e-18,49.4753,-733.93
RightDG0812,244.5063,76.8788,1.57e-17,1.278e-17,6.206e-18,59.127,-734.06
RightDG0813,244.6889,76.8329,1.474e-17,1.223e-17,5.952e-18,48.4086,-733.85
RightDG0814,244.1037,76.6614,2.149e-17,1.686e-17,7.146e-18,55.7918,-733.88
RightDG0815,244.2052,76.7655,1.437e-17,1.142e-17,5.78e-18,50.8221,-734.11
RightDG0816,244.2234,76.5369,2.327e-17,1.64e-17,6.981e-18,50.6113,-733.74
RightDG0817,244.5681,76.7794,1.44e-17,1.125e-17,5.237e-18,48.992,-733.87
RightDG0818,244.5128,76.9014,1.55e-17,1.323e-17,5.444e-18,64.2219,-733.99
RightDG0819,244.4578,76.6955,1.564e-17,1.246e-17,4.993e-18,48.8537,-734.24
RightDG0847,263.1174,86.6356,6.285e-18,5.649e-18,2.671e-18,85.6924,-902.86
RightDG0848,263.1093,86.599,9.87e-18,8.298e-18,3.777e-18,39.6186,-902.89
RightDG0849,263.0242,86.7334,1.007e-17,8.937e-18,4.121e-18,56.1802,-902.93
RightDG0850,263.1144,86.6189,9.869e-18,8.312e-18,3.825e-18,46.6446,-902.86
RightDG0851,263.1707,86.6408,1.098e-17,8.707e-18,4.23e-18,53.1538,-902.71
RightDG0852,263.0932,86.5121,1.045e-17,8.793e-18,4.299e-18,53.0375,-903.0
RightDG0853,262.9755,86.6401,1.016e-17,8.697e-18,3.453e-18,38.3676,-903.05
RightDG0854,252.4932,86.6903,4.54e-17,4.042e-17,1.655e-17,196.6906,-315.26
RightDG0855,252.4216,86.809,7.048e-17,5.582e-17,2.308e-17,108.7001,-314.97
RightDG0856,252.4981,86.743,6.287e-17,5.654e-17,2.396e-17,128.7244,-315.24
RightDG0857,252.3718,86.6588,6.884e-17,5.626e-17,2.138e-17,116.6897,-315.31
RightDG0858,252.6368,86.8122,6.314e-17,5.348e-17,2.348e-17,106.3988,-315.13
RightDG0859,261.0651,64.7393,7.266e-18,6.704e-18,2.981e-18,55.6798,-847.92
RightDG0860,261.0804,64.8446,7.932e-18,6.354e-18,3.021e-18,49.6468,-847.92
RightDG0861,261.1403,64.8355,1.277e-17,9.925e-18,4.522e-18,67.0822,-847.9
RightDG0862,261.2332,64.7657,1.179e-17,9.918e-18,4.466e-18,47.9877,-847.83
RightDG0870,245.575,128.7187,5.394e-17,3.866e-17,1.285e-17,113.938,-633.04
RightDG0871,245.3166,128.8885,1.268e-17,1.212e-17,5.039e-18,71.1189,-633.08
RightDG0872,245.2852,128.8527,1.45e-17,1.223e-17,5.345e-18,116.787,-632.99
RightDG0873,245.6653,128.7386,2.001e-17,1.731e-17,7.847e-18,65.684,-633.0
RightDG0874,246.0384,128.6454,2.124e-17,1.6e-17,7.944e-18,74.2544,-633.26
RightDG0875,245.5517,128.7655,2.004e-17,1.728e-17,6.952e-18,82.2307,-633.26
RightDG0876,245.6998,128.3116,1.768e-17,1.55e-17,6.554e-18,52.2503,-632.96
RightDG0877,245.4812,129.1151,2.278e-17,1.661e-17,7.515e-18,68.0823,-633.12
RightDG0878,245.2692,128.3791,2.043e-17,1.592e-17,7.763e-18,71.1341,-632.91
RightDG0879,245.6893,128.91,1.426e-17,1.208e-17,5.295e-18,71.9415,-633.09
RightDG0880,245.517,128.3109,1.87e-17,1.446e-17,6.871e-18,59.7935,-633.09
RightDG0881,245.2071,128.7446,1.825e-17,1.547e-17,6.982e-18,53.3616,-633.36
RightDG0882,246.1326,128.8383,1.826e-17,1.495e-17,6.743e-18,62.7889,-633.21
RightDG0883,245.6073,129.1133,1.866e-17,1.693e-17,7.422e-18,60.9277,-632.93
RightDG0884,246.0243,129.0946,1.945e-17,1.479e-17,7.28e-18,72.654,-633.12
RightDG0885,245.6362,128.8401,1.89e-17,1.4e-17,6.763e-18,62.1224,-633.08
RightDG0886,245.2787,128.6882,2.021e-17,1.696e-17,7.14e-18,70.301,-633.15
RightDG0887,303.4725,97.6275,1.178e-17,1.1e-17,4.94e-18,45.955,-775.39
RightDG0888,303.4598,97.611,1.195e-17,1.128e-17,4.81e-18,53.7661,-775.22
RightDG0889,303.4947,97.5429,1.258e-17,1.007e-17,4.335e-18,41.7062,-775.08
RightDG0890,303.5879,97.6433,1.238e-17,1.082e-17,5.064e-18,63.613,-775.2
RightDG0894,298.3613,63.2531,2.85e-17,2.077e-17,7.242e-18,156.1245,-894.69
RightDG0895,297.6699,63.0613,9.093e-18,7.424e-18,3.471e-18,40.2372,-894.93
RightDG0896,297.9943,62.8647,6.406e-18,5.253e-18,2.827e-18,60.4898,-894.99
RightDG0897,298.262,62.9162,7.792e-18,6.461e-18,3.282e-18,78.1263,-894.99
RightDG0898,299.0173,63.4038,6.535e-18,6.344e-18,2.565e-18,43.8886,-894.71
RightDG0899,298.1909,63.5257,9.343e-18,8.246e-18,3.651e-18,36.3379,-894.86
RightDG0900,297.9137,63.122,1.117e-17,8.429e-18,4.484e-18,44.8466,-895.06
RightDG0901,298.425,62.6874,9.958e-18,8.3e-18,3.383e-18,41.5093,-894.89
RightDG0902,298.6985,63.2985,6.742e-18,6.147e-18,2.806e-18,44.411,-895.3
RightDG0903,297.8814,63.2188,7.169e-18,5.723e-18,2.574e-18,65.7745,-894.77
RightDG0904,299.0309,63.4447,9.923e-18,7.635e-18,3.718e-18,41.7792,-894.98
RightDG0905,298.2621,63.4887,1.344e-17,1.088e-17,4.491e-18,44.4363,-894.73
RightDG0906,298.9404,63.1729,9.648e-18,7.858e-18,3.36e-18,40.7662,-895.28
RightDG0907,297.8532,63.3528,6.851e-18,5.628e-18,2.864e-18,71.5311,-894.73
RightDG0908,298.8849,63.5389,9.057e-18,7.859e-18,3.654e-18,44.21,-894.89
RightDG0909,298.2935,62.9363,9.984e-18,8.322e-18,3.66e-18,38.0873,-894.87
RightDG0910,298.6373,63.5753,1.099e-17,8.434e-18,3.929e-18,46.5146,-895.05
RightDG0911,298.6801,63.1532,6.848e-18,5.634e-18,2.327e-18,91.3072,-894.97
RightDG0912,298.6024,62.7678,1.058e-17,8.868e-18,3.765e-18,48.5972,-894.97
RightDG0913,297.846,63.3418,6.733e-18,5.921e-18,2.49e-18,65.6211,-895.19
RightDG0914,298.2025,62.9228,6.908e-18,6.538e-18,3.147e-18,78.5221,-895.09
RightDG0915,298.6059,63.239,6.492e-18,5.188e-18,2.61e-18,88.5084,-895.01
RightDG0916,298.6722,63.1269,1.082e-17,9.034e-18,3.803e-18,39.2628,-894.91
RightDG0917,298.2626,62.8039,9.983e-18,8.303e-18,3.533e-18,41.2032,-895.18
RightDG0918,298.1283,63.0271,1.115e-17,8.946e-18,4.012e-18,46.1707,-895.14
RightDG0919,298.6165,63.3947,6.768e-18,5.928e-18,2.43e-18,59.1036,-894.86
RightDG0920,298.6682,63.5804,9.616e-18,8.608e-18,3.685e-18,36.3972,-894.85
RightDG0921,298.6209,63.0617,9.221e-18,8.612e-18,3.825e-18,45.6918,-894.85
RightDG0922,297.4844,63.0623,1.472e-17,1.062e-17,4.756e-18,35.1818,-894.67
RightDG0923,298.2128,63.2268,9.822e-18,7.287e-18,3.469e-18,45.0596,-894.99
RightDG0924,297.8327,63.5431,9.546e-18,7.84e-18,3.287e-18,40.1314,-895.25
RightDG0925,298.6553,62.7676,7.228e-18,6.317e-18,2.742e-18,48.4932,-895.14
RightDG0926,298.5097,63.2941,7.938e-18,5.86e-18,2.714e-18,74.2321,-895.17
RightDG0927,298.4104,63.1521,6.554e-18,5.202e-18,2.404e-18,76.7621,-894.8
RightDG0928,298.773,63.7803,1.141e-17,8.074e-18,4.371e-18,48.0161,-895.11
RightDG0929,298.7714,63.0952,1.057e-17,9.411e-18,4.026e-18,42.2,-895.09
RightDG0930,298.7971,63.4255,1.02e-17,7.859e-18,3.663e-18,42.0376,-895.18
RightDG0931,297.6937,63.3673,1.117e-17,7.866e-18,3.866e-18,53.9744,-895.38
RightDG0932,298.8841,63.3008,1.079e-17,8.997e-18,4.505e-18,46.4929,-895.19
RightDG0933,298.0481,62.7586,9.593e-18,7.93e-18,3.661e-18,41.3961,-894.98
RightDG0934,297.7427,62.9712,8.477e-18,8.351e-18,3.985e-18,41.1568,-895.09
RightDG0935,298.0414,63.3281,6.038e-18,5.675e-18,2.636e-18,77.5816,-895.03
RightDG0936,298.5704,63.3897,9.188e-18,7.51e-18,3.333e-18,42.5886,-895.08
RightDG0937,298.056,62.8915,9.655e-18,8.579e-18,3.962e-18,43.264,-895.08
RightDG0938,298.7536,63.4157,1.114e-17,8.454e-18,4.431e-18,45.847,-895.0
RightDG0939,298.6133,63.2767,8.034e-18,6.659e-18,2.934e-18,80.9114,-894.89
RightDG0969,289.277,68.8853,8.904e-18,6.938e-18,3.147e-18,60.6114,-848.38
RightDG0970,246.0493,72.5449,4.493e-17,3.028e-17,1.143e-17,110.0005,-742.98
RightDG0971,246.3534,72.7041,1.612e-17,1.219e-17,5.785e-18,59.3792,-743.06
RightDG0972,245.8517,72.3079,1.039e-17,7.508e-18,3.761e-18,75.3647,-742.68
RightDG0973,246.1779,73.0192,1.592e-17,1.301e-17,6.294e-18,68.0536,-743.05
RightDG0974,246.0335,72.3314,1.231e-17,9.649e-18,4.365e-18,86.4582,-743.22
RightDG0975,246.0099,72.7103,1.415e-17,1.251e-17,5.892e-18,53.5535,-743.28
RightDG0976,245.9432,72.6904,1.49e-17,1.137e-17,5.602e-18,51.2442,-742.83
RightDG0977,245.6078,72.6776,1.418e-17,1.134e-17,5.318e-18,47.3118,-743.06
RightDG0978,245.943,72.5771,1.021e-17,8.885e-18,4.018e-18,121.3479,-742.89
RightDG0979,246.2821,72.1257,1.618e-17,1.344e-17,6.647e-18,60.8798,-743.07
RightDG0980,246.179,72.1076,1.366e-17,1.152e-17,5.325e-18,50.7836,-742.77
RightDG0981,245.8651,72.5621,1.073e-17,8.493e-18,3.965e-18,59.6789,-742.86
RightDG0982,245.7232,72.4504,1.624e-17,1.307e-17,5.728e-18,63.5882,-742.92
RightDG0983,245.9764,72.4691,1.602e-17,1.286e-17,6.619e-18,60.4082,-742.75
RightDG0984,246.3583,72.207,1.688e-17,1.307e-17,5.587e-18,58.528,-743.14
RightDG0985,246.0356,72.5165,1.042e-17,7.791e-18,4.265e-18,77.9029,-743.08
RightDG0986,246.1567,72.6429,1.528e-17,1.334e-17,5.808e-18,59.1054,-742.83
RightDG0987,245.8615,72.769,2.195e-17,1.87e-17,6.905e-18,63.8088,-742.99
RightDG0988,246.2797,72.2153,1.404e-17,1.274e-17,5.319e-18,50.4397,-743.17
RightDG0989,245.9519,72.5758,1.168e-17,1.039e-17,4.083e-18,101.8234,-743.11
RightDG0990,246.119,72.9184,1.055e-17,7.678e-18,3.457e-18,59.3212,-742.97
RightDG1052,242.3377,83.7351,6.773e-18,6.101e-18,2.602e-18,49.1523,-967.02
RightDG1089,264.5785,50.4973,1.063e-17,9.555e-18,4.734e-18,47.3646,-873.59
RightDG1090,264.5201,50.5027,9.38e-18,8.737e-18,3.734e-18,44.6049,-873.81
RightDG1094,230.5521,61.2572,8.169e-18,6.425e-18,3.086e-18,57.3261,-868.75
RightDG1171,265.6764,128.3562,8.047e-17,6.343e-17,2.723e-17,125.3846,-286.74
RightDG1172,265.8721,128.2664,8.276e-17,6.702e-17,3.038e-17,143.5612,-287.0
RightDG1173,266.0215,128.5163,1.117e-16,7.817e-17,3.423e-17,144.5814,-286.82
RightDG1174,265.8821,128.6125,7.582e-17,6.989e-17,2.806e-17,136.1268,-287.07
RightDG1270,250.0518,66.4242,1.152e-17,9.298e-18,4.285e-18,86.8897,-724.94
RightDG1271,249.9475,66.553,1.423e-17,1.078e-17,5.185e-18,46.9565,-725.01
RightDG1272,250.01,66.2833,1.421e-17,1.275e-17,5.505e-18,64.7722,-725.2
RightDG1273,249.9995,66.3721,1.6e-17,1.28e-17,5.903e-18,59.5926,-724.95
RightDG1274,249.8991,66.5249,1.325e-17,1.137e-17,5.475e-18,50.3671,-725.09
RightDG1275,250.1646,66.4535,1.477e-17,1.094e-17,5.591e-18,51.5423,-724.96
RightDG1276,240.316,117.9947,4.593e-17,3.769e-17,1.123e-17,110.5662,-674.89
RightDG1277,240.417,117.8439,1.861e-17,1.583e-17,6.818e-18,50.8193,-674.6
RightDG1278,240.324,118.2051,2.539e-17,2.007e-17,8.495e-18,64.4397,-674.51
RightDG1279,240.5169,117.7879,1.825e-17,1.438e-17,7.127e-18,65.1324,-674.79
RightDG1280,240.4167,117.9153,1.643e-17,1.373e-17,5.797e-18,51.3579,-674.65
RightDG1281,240.3217,118.096,1.783e-17,1.437e-17,6.706e-18,67.5007,-674.7
RightDG1282,240.566,118.0882,1.695e-17,1.355e-17,5.496e-18,56.1259,-674.64
RightDG1283,239.9363,117.8556,1.673e-17,1.443e-17,6.032e-18,54.5395,-674.41
RightDG1284,240.424,117.9343,1.15e-17,9.372e-18,4.169e-18,65.483,-674.76
RightDG1285,240.5042,117.8056,1.702e-17,1.25e-17,6.079e-18,52.3133,-674.66
RightDG1286,240.2856,117.9946,1.669e-17,1.327e-17,5.615e-18,59.5857,-674.84
RightDG1287,240.3789,117.7384,1.694e-17,1.52e-17,6.406e-18,63.373,-674.76
RightDG1288,240.4203,117.8498,1.923e-17,1.458e-17,6.451e-18,60.4735,-674.62
RightDG1289,240.1849,117.9626,1.629e-17,1.367e-17,5.895e-18,52.7771,-674.85
RightDG1290,239.8876,117.946,1.737e-17,1.376e-17,6.437e-18,72.1947,-674.81
RightDG1291,240.3787,118.249,1.822e-17,1.582e-17,6.935e-18,67.421,-674.91
RightDG1292,254.3824,81.6398,2.813e-17,2.225e-17,8.188e-18,82.1383,-898.45
RightDG1293,254.6067,81.6859,1.115e-17,8.725e-18,4.396e-18,46.3761,-898.59
RightDG1294,254.3791,81.4812,8.005e-18,6.521e-18,2.639e-18,82.2819,-898.36
RightDG1295,254.146,81.8294,1.483e-17,1.267e-17,4.555e-18,46.7146,-898.75
RightDG1296,254.1477,81.6276,8.959e-18,7.655e-18,3.961e-18,41.4101,-898.41
RightDG1297,254.2941,81.4586,1.118e-17,8.965e-18,4.311e-18,49.2524,-898.56
RightDG1298,254.6015,81.611,1.096e-17,8.612e-18,4.161e-18,47.1394,-898.52
RightDG1299,254.3931,81.4432,1e-17,8.728e-18,3.917e-18,54.1915,-898.81
RightDG1300,254.1581,81.6411,6.872e-18,6.453e-18,2.669e-18,41.4773,-898.41
RightDG1301,254.4414,81.7848,6.864e-18,5.501e-18,2.678e-18,51.5581,-898.58
RightDG1302,254.4973,81.6443,1.045e-17,9.529e-18,4.334e-18,51.6266,-898.4
RightDG1303,254.5723,81.7495,1.454e-17,1.221e-17,4.713e-18,45.4342,-898.65
RightDG1304,254.39,81.7866,1.088e-17,9.662e-18,4.281e-18,52.339,-898.62
RightDG1305,254.2677,81.4713,9.388e-18,9.231e-18,3.804e-18,51.8034,-898.39
RightDG1306,254.5957,81.8213,1.018e-17,8.225e-18,3.568e-18,45.6825,-898.61
RightDG1309,257.2543,50.6419,3.983e-17,2.975e-17,1.009e-17,116.2723,-724.97
RightDG1310,257.2323,50.8028,1.391e-17,1.137e-17,4.875e-18,52.6804,-724.91
RightDG1311,257.4831,50.8714,1.508e-17,1.26e-17,5.138e-18,58.5649,-724.85
RightDG1312,257.5002,50.1482,1.486e-17,1.163e-17,5.541e-18,57.7499,-724.76
RightDG1313,257.3441,50.6888,1.439e-17,1.22e-17,5.218e-18,56.8755,-724.55
RightDG1314,257.8454,50.8,1.33e-17,1.132e-17,5.165e-18,43.406,-724.75
RightDG1315,257.294,51.0021,1.362e-17,1.12e-17,5.135e-18,47.8986,-724.91
RightDG1316,257.4041,50.6866,1.003e-17,7.918e-18,3.426e-18,96.719,-724.61
RightDG1317,256.7074,50.8442,1.258e-17,1.148e-17,5.394e-18,47.7545,-724.72
RightDG1318,257.0128,51.0484,9.117e-18,7.474e-18,3.525e-18,59.902,-724.78
RightDG1319,257.0689,50.2557,9.21e-18,7.758e-18,3.319e-18,65.8942,-724.66
RightDG1320,256.9515,51.0338,1.422e-17,1.117e-17,4.954e-18,52.7261,-724.76
RightDG1321,257.4084,50.2359,1.483e-17,1.22e-17,5.513e-18,52.3369,-725.15
RightDG1322,257.1525,51.2386,1.421e-17,1.189e-17,5.514e-18,47.3458,-724.92
RightDG1323,256.9301,50.2256,1.637e-17,1.306e-17,5.673e-18,66.5001,-724.6
RightDG1324,257.4934,50.5295,1.352e-17,1.077e-17,5.117e-18,46.4282,-725.06
RightDG1325,257.6833,50.2593,1.44e-17,1.218e-17,5.381e-18,59.9671,-724.88
RightDG1326,256.7298,50.3838,1.525e-17,1.272e-17,5.981e-18,48.8255,-724.74
RightDG1327,257.2013,50.8446,9.364e-18,7.431e-18,3.399e-18,62.7662,-724.78
RightDG1328,256.8468,50.5263,9.991e-18,7.545e-18,3.758e-18,81.9822,-724.91
RightDG1329,257.267,50.1131,1.437e-17,1.137e-17,5.479e-18,65.7242,-724.95
RightDG1330,256.9463,50.6561,1.585e-17,1.165e-17,5.758e-18,65.7491,-724.94
RightDG1331,256.8126,50.4612,1.497e-17,1.213e-17,5.427e-18,68.4662,-724.77
RightDG1332,257.8014,50.6448,1.954e-17,1.54e-17,6.571e-18,48.2208,-724.91
RightDG1333,257.0355,50.5755,9.299e-18,7.644e-18,3.471e-18,97.7151,-724.68
RightDG1334,257.4969,50.7551,1.003e-17,7.669e-18,3.696e-18,68.5433,-724.79
RightDG1341,239.8888,98.701,7.026e-18,5.804e-18,2.813e-18,90.9317,-873.63
RightDG1342,239.7474,98.7273,9.955e-18,8.241e-18,3.733e-18,41.7456,-873.92
RightDG1343,239.9903,98.7532,1.025e-17,8.623e-18,4.272e-18,43.7202,-873.62
RightDG1344,239.9582,98.7192,7.086e-18,6.06e-18,2.641e-18,47.1861,-873.83
RightDG1345,239.9982,98.623,1.16e-17,8.313e-18,4.107e-18,53.941,-873.83
RightDG1346,239.903,98.7678,1.097e-17,8.838e-18,4.212e-18,50.8556,-873.72
RightDG1347,240.0351,98.7712,9.973e-18,8.15e-18,4.079e-18,36.5364,-873.96
RightDG1405,274.4468,95.1873,9.882e-18,8.033e-18,3.393e-18,99.0447,-788.25
RightDG1406,274.5043,95.0893,1.293e-17,1.031e-17,4.714e-18,46.878,-788.41
RightDG1407,274.5089,95.0523,1.243e-17,1.027e-17,4.354e-18,50.5394,-788.5
RightDG1408,274.3368,95.1979,1.339e-17,1.004e-17,4.167e-18,50.4513,-788.54
RightDG1409,274.5239,95.201,1.15e-17,1.118e-17,4.628e-18,46.2425,-788.23
RightDG1410,274.2605,95.2276,1.29e-17,1.136e-17,5.168e-18,57.9381,-788.57
RightDG1411,274.5945,95.2363,1.189e-17,1.01e-17,4.633e-18,50.0921,-788.79
RightDG1412,274.5888,95.1541,1.31e-17,9.845e-18,4.785e-18,48.5352,-788.36
RightDG1440,308.8917,70.0622,8.056e-18,7.111e-18,3.303e-18,54.6561,-811.28
RightDG1441,308.8609,70.0035,1.204e-17,1.059e-17,5.1e-18,50.458,-811.37
TopDG0002,340.3819,46.6107,6.174e-18,5.367e-18,2.33e-18,51.4115,-923.93
TopDG0014,349.5045,32.1529,9.199e-18,7.358e-18,3.356e-18,130.8075,-708.06
TopDG0015,349.5375,32.1576,1.343e-17,1.259e-17,5.875e-18,62.9637,-707.97
TopDG0016,349.5887,32.2804,1.318e-17,1.09e-17,5.107e-18,49.172,-707.86
TopDG0017,349.7791,32.2019,1.242e-17,1.162e-17,4.891e-18,53.8366,-707.9
TopDG0018,349.4736,31.9928,1.432e-17,1.093e-17,5.106e-18,44.1854,-707.97
TopDG0019,349.6795,32.3377,1.349e-17,1.121e-17,5.282e-18,54.0846,-708.13
TopDG0020,349.4393,32.1672,1.952e-17,1.769e-17,6.957e-18,50.6316,-707.99
TopDG0021,349.9392,32.1192,1.352e-17,1.046e-17,5.12e-18,54.3634,-708.06
TopDG0022,349.3382,32.308,1.398e-17,1.253e-17,5.612e-18,63.0827,-708.02
TopDG0038,314.4243,32.0299,2.688e-17,1.994e-17,8.252e-18,121.13,-1021.56
TopDG0039,314.2801,32.0385,7.195e-18,5.865e-18,2.506e-18,97.5669,-1021.43
TopDG0040,314.7193,32.1074,1.078e-17,8.979e-18,3.635e-18,48.9632,-1021.59
TopDG0041,314.7579,32.2248,8.886e-18,7.101e-18,3.393e-18,40.946,-1021.65
TopDG0042,314.2738,31.8147,9.291e-18,7.426e-18,3.626e-18,36.0634,-1021.7
TopDG0043,314.7246,32.1962,6.391e-18,5.194e-18,2.7e-18,64.6958,-1021.36
TopDG0044,314.1304,31.9565,6.121e-18,5.033e-18,2.471e-18,53.2704,-1021.44
TopDG0045,314.7845,32.1062,9.516e-18,8.234e-18,3.844e-18,51.623,-1021.47
TopDG0046,314.3125,32.0848,7.002e-18,5.696e-18,2.676e-18,84.9453,-1021.43
TopDG0047,314.1075,32.1691,1.131e-17,9.148e-18,3.951e-18,43.7763,-1021.48
TopDG0048,314.5151,31.7377,1.02e-17,8.739e-18,4.209e-18,48.4679,-1021.29
TopDG0049,314.6151,32.1718,9.225e-18,7.539e-18,3.629e-18,35.8008,-1021.21
TopDG0050,314.3032,31.7315,8.845e-18,8.607e-18,4.122e-18,40.1874,-1021.61
TopDG0051,314.476,32.0391,7.015e-18,6.018e-18,2.637e-18,89.2957,-1021.33
TopDG0052,314.2516,31.87,6.338e-18,6.522e-18,2.842e-18,79.1488,-1021.31
TopDG0053,314.5439,32.0501,6.638e-18,5.772e-18,2.808e-18,85.4984,-1021.34
TopDG0054,314.2497,32.276,1.09e-17,7.709e-18,4.192e-18,42.2696,-1021.62
TopDG0055,314.6571,32.225,9.617e-18,8.001e-18,3.789e-18,43.6813,-1021.54
TopDG0056,314.9374,32.0114,8.921e-18,7.777e-18,3.878e-18,36.1876,-1021.35
TopDG0057,314.4764,32.2072,6.154e-18,5.448e-18,2.5e-18,65.3665,-1021.32
TopDG0091,313.347,46.4632,8.124e-17,5.45e-17,1.969e-17,150.4393,-558.31
TopDG0092,312.269,45.9512,3.093e-17,2.291e-17,1.069e-17,85.4285,-558.38
TopDG0093,314.3396,46.9088,2.864e-17,2.42e-17,9.875e-18,82.8287,-558.55
TopDG0094,313.5649,45.7779,1.9e-17,1.592e-17,7.124e-18,94.0226,-558.66
TopDG0095,314.2252,46.2099,3.952e-17,3.119e-17,1.349e-17,83.1388,-558.38
TopDG0096,312.4555,46.337,2.944e-17,2.431e-17,1.2e-17,79.9051,-558.56
TopDG0097,312.3534,46.4623,2.645e-17,2.158e-17,9.624e-18,80.5118,-558.57
TopDG0098,312.7693,46.2995,2.26e-17,1.912e-17,7.432e-18,138.6614,-558.48
TopDG0099,313.0385,46.1046,2.575e-17,2.194e-17,1.031e-17,70.8643,-558.7
TopDG0100,313.1827,47.0106,1.802e-17,1.344e-17,6.632e-18,131.0742,-558.45
TopDG0101,313.2585,45.9368,2.523e-17,2.064e-17,9.854e-18,68.4814,-558.58
TopDG0102,313.537,46.6117,2.842e-17,2.464e-17,1.012e-17,68.9538,-558.34
TopDG0103,312.3393,46.3375,2.861e-17,2.36e-17,1.009e-17,77.7218,-558.58
TopDG0104,312.6844,46.5447,2.716e-17,2.107e-17,9.668e-18,71.7721,-558.54
TopDG0105,314.1503,46.4092,2.896e-17,2.217e-17,1.065e-17,79.7969,-558.54
TopDG0106,314.053,46.6514,2.543e-17,2.32e-17,9.655e-18,69.1138,-558.89
TopDG0107,313.5605,45.8032,3.067e-17,2.526e-17,1.099e-17,87.9279,-558.76
TopDG0108,314.1783,46.2523,2.739e-17,2.227e-17,1.008e-17,72.2461,-558.63
TopDG0109,313.3139,46.1061,2.78e-17,2.491e-17,1.126e-17,81.0987,-558.6
TopDG0110,313.2708,46.7926,1.811e-17,1.58e-17,6.515e-18,161.8436,-558.67
TopDG0111,313.1592,46.8377,3.019e-17,2.224e-17,1.049e-17,98.0338,-558.36
TopDG0112,313.2878,47.2871,2.019e-17,1.691e-17,7.582e-18,81.7916,-558.46
TopDG0113,313.3751,45.8155,2.004e-17,1.58e-17,7.682e-18,86.2906,-558.41
TopDG0114,313.6313,45.65,2.896e-17,2.46e-17,9.854e-18,95.479,-558.43
TopDG0115,313.8002,45.9528,2.77e-17,2.13e-17,9.868e-18,72.2986,-558.73
TopDG0116,313.0116,46.5318,2.915e-17,2.531e-17,1.135e-17,86.6213,-558.45
TopDG0117,312.8899,46.3552,2.412e-17,2.112e-17,8.895e-18,72.5238,-558.69
TopDG0118,313.6267,46.3899,2.022e-17,1.515e-17,6.873e-18,165.1434,-558.42
TopDG0119,312.6926,45.906,1.778e-17,1.615e-17,6.532e-18,89.6894,-558.65
TopDG0120,313.4194,46.0291,1.905e-17,1.573e-17,6.818e-18,114.9142,-558.68
TopDG0132,247.5626,32.5828,7.019e-18,5.16e-18,2.397e-18,113.8457,-937.4
TopDG0133,247.4415,32.5584,9.69e-18,8.776e-18,3.7e-18,46.2732,-937.5
TopDG0134,247.698,32.6062,9.985e-18,8.278e-18,3.664e-18,35.8752,-937.36
TopDG0135,247.3275,32.5992,1.11e-17,8.96e-18,4.519e-18,47.9394,-937.49
TopDG0136,247.5441,32.7231,1.04e-17,9.505e-18,3.922e-18,54.8561,-937.35
TopDG0137,247.6448,32.6166,9.872e-18,9.376e-18,4.451e-18,49.0231,-937.39
TopDG0138,247.5967,32.4819,1.069e-17,8.5e-18,3.341e-18,41.6734,-937.49
TopDG0139,247.5175,32.5073,9.191e-18,8.342e-18,3.721e-18,41.8863,-937.17
TopDG0140,247.5272,32.6572,1.013e-17,8.642e-18,4.193e-18,43.9085,-937.3
TopDG0229,127.0501,33.2785,2.796e-17,2.386e-17,1.011e-17,249.1583,-373.91
TopDG0230,126.458,33.2126,4.156e-17,3.426e-17,1.524e-17,87.8239,-374.21
TopDG0231,126.8525,33.2405,3.111e-17,2.665e-17,1.236e-17,103.6519,-374.07
TopDG0232,126.8325,33.0622,6.614e-17,4.602e-17,1.978e-17,99.4953,-373.97
TopDG0233,126.6645,32.8766,4.596e-17,3.33e-17,1.486e-17,88.26,-373.86
TopDG0234,127.7006,33.315,4.964e-17,3.972e-17,1.654e-17,109.7004,-374.05
TopDG0235,126.9274,33.0541,5.195e-17,3.965e-17,1.791e-17,110.7531,-374.17
TopDG0236,126.6287,33.0568,4.703e-17,3.804e-17,1.814e-17,101.3047,-374.27
TopDG0237,127.1785,33.6803,4.687e-17,3.475e-17,1.691e-17,89.2683,-374.0
TopDG0378,262.4481,29.9272,1.202e-17,1.001e-17,4.407e-18,59.2335,-707.11
TopDG0380,210.2033,16.7989,3.865e-17,3e-17,1.103e-17,194.8645,-764.76
TopDG0381,210.8255,16.7258,1.487e-17,1.104e-17,4.926e-18,54.8009,-764.73
TopDG0382,209.508,16.7323,1.375e-17,1.168e-17,5.011e-18,53.9081,-764.9
TopDG0383,210.4152,16.6754,1.365e-17,1.154e-17,4.941e-18,66.3079,-764.86
TopDG0384,210.7846,16.6927,1.363e-17,1.201e-17,5.563e-18,55.997,-764.86
TopDG0385,210.1916,16.9415,1.005e-17,7.677e-18,3.516e-18,71.4427,-764.52
TopDG0386,210.7441,16.9189,8.669e-18,8.083e-18,3.543e-18,57.7335,-764.65
TopDG0387,210.3787,16.9481,1.339e-17,1.249e-17,5.337e-18,50.2279,-764.78
TopDG0388,209.9703,16.7536,1.439e-17,1.221e-17,5.638e-18,51.5446,-764.95
TopDG0389,210.1717,16.6648,1.34e-17,1.163e-17,5.134e-18,45.0571,-764.74
TopDG0529,284.8985,33.0177,1.054e-17,8.702e-18,4.186e-18,56.8926,-733.96
